,movie,budget_int,total_gross_int,gross_margin,release_year,tconst,runtime_minutes,genre_lists,main_genre,averageRating,title,region,is_original_title,gross_margin_dollars
7346,Manchester by the Sea,8500000,125429238,93.22,2016,tt4034228,137.0,['Drama'],Drama,7.8,Bo Bien Manchester,VN,0.0,116929238
7373,Bad Moms,20000000,294256013,93.2,2016,tt4651520,100.0,['Comedy'],Comedy,6.2,Дуже поганi матусi,UA,0.0,274256013
7402,The Shallows,13000000,173885065,92.52,2016,tt4052882,86.0,"['Drama', 'Horror', 'Thriller']",Drama/Horror/Thriller,6.3,The Shallows,ES,0.0,160885065
7433,Me Before You,20000000,264510273,92.44,2016,tt2674426,106.0,"['Drama', 'Romance']",Drama/Romance,7.4,Аз преди теб,BG,0.0,244510273
7471,Hardcore Henry,2000000,26439472,92.44,2016,,,,,,,,,24439472
7472,Ouija: Origin of Evil,9000000,116976371,92.31,2016,tt4361050,99.0,"['Drama', 'Horror', 'Mystery']",Drama/Horror/Mystery,6.1,Ouija: Kurjuse läte,EE,0.0,107976371
7500,Sausage Party,19000000,239014613,92.05,2016,tt1700841,89.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.1,Upor klobasic,SI,0.0,220014613
7530,Dirty Grandpa,11500000,140671562,91.82,2016,tt1860213,102.0,['Comedy'],Comedy,5.9,Άτακτος παππούς,GR,0.0,129171562
7559,Sing,75000000,904783834,91.71,2016,tt3470600,108.0,"['Animation', 'Comedy', 'Family']",Animation/Comedy/Family,7.1,Dau Truong Am Nhac,VN,0.0,829783834
7593,Hunt for the Wilderpeople,2500000,29051004,91.39,2016,tt4698684,101.0,"['Adventure', 'Comedy', 'Drama']",Adventure/Comedy/Drama,7.9,Dzikie łowy,PL,0.0,26551004
7614,Miracles from Heaven,13000000,135503859,90.41,2016,tt4257926,109.0,"['Biography', 'Drama', 'Family']",Biography/Drama/Family,7.1,Milagres do Paraíso,BR,0.0,122503859
7636,The Boy,10000000,104040508,90.39,2016,tt3882082,97.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,6.0,Ha'yeled,IL,0.0,94040508
7663,The Conjuring 2: The Enfield Poltergeist,40000000,413732110,90.33,2016,,,,,,,,,373732110
7664,Krisha,30000,289644,89.64,2016,,,,,,,,,259644
7665,Mei Ren Yu,60720000,557746128,89.11,2016,,,,,,,,,497026128
7666,Zootopia,150000000,1360697864,88.98,2016,tt2948356,108.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,8.0,Zootropolis,SE,0.0,1210697864
7719,God's Not Dead 2,5000000,44324355,88.72,2016,tt4824308,120.0,['Drama'],Drama,4.4,Бог не умер 2,RU,0.0,39324355
7735,The Lady in the Van,6000000,52341678,88.54,2016,,,,,,,,,46341678
7736,Race,5000000,42860963,88.33,2016,tt3499096,134.0,"['Biography', 'Drama', 'Sport']",Biography/Drama/Sport,7.1,10 secondes de liberté,CA,0.0,37860963
7757,My Big Fat Greek Wedding 2,18000000,151786163,88.14,2016,tt3760922,94.0,"['Comedy', 'Romance']",Comedy/Romance,6.0,Mi gran boda griega 2,PE,0.0,133786163
7784,Rogue One: A Star Wars Story,200000000,1581280180,87.35,2016,tt3748528,133.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,7.8,Rogue One: A Star Wars Story,IT,0.0,1381280180
7826,The Jungle Book,175000000,1326855670,86.81,2016,tt3040964,106.0,"['Adventure', 'Drama', 'Family']",Adventure/Drama/Family,7.4,Cau Be Rung Xanh,VN,0.0,1151855670
7863,Finding Dory,200000000,1507510754,86.73,2016,tt2277860,97.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,7.3,Potraga za Dorom,HR,0.0,1307510754
7908,Tyler Perry's Boo! A Madea Halloween,20000000,146412686,86.34,2016,,,,,,,,,126412686
7909,Sultan,11000000,78589562,86.0,2016,tt4832640,170.0,"['Action', 'Drama', 'Sport']",Action/Drama/Sport,7.0,Sultan,,1.0,67589562
7915,Central Intelligence,50000000,344635676,85.49,2016,tt1489889,107.0,"['Action', 'Comedy', 'Crime']",Action/Comedy/Crime,6.3,Central Intelligence,US,0.0,294635676
7943,Fifty Shades of Black,5000000,33800015,85.21,2016,tt4667094,92.0,['Comedy'],Comedy,3.5,50 twarzy Blacka,PL,0.0,28800015
7966,The Forest,10000000,67343491,85.15,2016,tt3387542,93.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,4.8,El bosque siniestro,CL,0.0,57343491
7994,Bridget Jones's Baby,35000000,229962493,84.78,2016,tt1473832,123.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,6.5,Dojenček Bridget Jones,SI,0.0,194962493
8028,Arrival,47000000,303674033,84.52,2016,tt2543164,116.0,"['Drama', 'Mystery', 'Sci-Fi']",Drama/Mystery/Sci-Fi,7.9,Η άφιξη,GR,0.0,256674033
8066,Zhuo yao ji,56000000,359528357,84.42,2016,,,,,,,,,303528357
8067,The Angry Birds Movie,73000000,459837253,84.12,2016,tt1985949,97.0,"['Action', 'Animation', 'Comedy']",Action/Animation/Comedy,6.3,Angry Birds - La Película,CL,0.0,386837253
8100,Captain America: Civil War,250000000,1548153762,83.85,2016,tt3498820,147.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,7.8,Sputnik,US,0.0,1298153762
8142,Suicide Squad,175000000,1071159941,83.66,2016,tt1386697,123.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,5.9,Bravo 14,US,0.0,896159941
8187,Sully,60000000,363594589,83.5,2016,tt3263904,96.0,"['Biography', 'Drama']",Biography/Drama,7.4,Sully: O Herói do Rio Hudson,BR,0.0,303594589
8223,When the Bough Breaks,10000000,60516052,83.48,2016,tt1389139,107.0,"['Crime', 'Drama', 'Horror']",Crime/Drama/Horror,5.2,Sois belle et tue-moi,CA,0.0,50516052
8239,The Lobster,4500000,27216112,83.47,2016,,,,,,,,,22716112
8240,The Accountant,40000000,239222128,83.28,2016,tt2140479,128.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,7.3,The Accountant - Acerto de Contas,PT,0.0,199222128
8271,Blair Witch,10000000,59762638,83.27,2016,tt1540011,89.0,"['Horror', 'Mystery', 'Thriller']",Horror/Mystery/Thriller,5.0,Vještica iz Blera 3,BA,0.0,49762638
8297,Moana,150000000,886274409,83.08,2016,tt3521164,107.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,7.6,Moana,CA,0.0,736274409
8338,Hacksaw Ridge,40000000,236114297,83.06,2016,tt2119532,139.0,"['Biography', 'Drama', 'History']",Biography/Drama/History,8.1,Hasta el último hombre,AR,0.0,196114297
8371,Fantastic Beasts and Where to Find Them,180000000,1036440428,82.63,2016,tt3183660,132.0,"['Adventure', 'Family', 'Fantasy']",Adventure/Family/Fantasy,7.3,Animales fantásticos y dónde encontrarlos,MX,0.0,856440428
8412,Jackie,9000000,50548906,82.2,2016,tt1619029,100.0,"['Biography', 'Drama', 'History']",Biography/Drama/History,6.7,Jackie,CA,0.0,41548906
8434,The Girl on the Train,45000000,249673249,81.98,2016,tt3631112,112.0,"['Crime', 'Drama', 'Mystery']",Crime/Drama/Mystery,6.5,Το κορίτσι του τρένου,GR,0.0,204673249
8469,Doctor Strange,165000000,909046486,81.85,2016,tt1211837,115.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,7.5,Daktaras Streindžas,LT,0.0,744046486
8505,Nerve,20000000,109235910,81.69,2016,tt3531824,96.0,"['Action', 'Adventure', 'Crime']",Action/Adventure/Crime,6.5,Нерв,UA,0.0,89235910
8530,Barbershop: The Next Cut,20000000,108434253,81.56,2016,tt3628584,111.0,"['Comedy', 'Drama']",Comedy/Drama,5.9,Um Salão do Barulho 3,BR,0.0,88434253
8543,The Darkness,4000000,21651867,81.53,2016,tt1878841,92.0,"['Horror', 'Thriller']",Horror/Thriller,4.5,Tama,BA,0.0,17651867
8564,Ride Along 2,40000000,215690001,81.45,2016,tt2869728,102.0,"['Action', 'Comedy', 'Crime']",Action/Comedy/Crime,5.9,Ride Along 2,US,0.0,175690001
8586,Hell or High Water,12000000,64592148,81.42,2016,tt2582782,102.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,7.6,На всяка цена,BG,0.0,52592148
8617,Hillary's America: The Secret History of the Democratic Party,5000000,26199862,80.92,2016,tt5646136,106.0,"['Biography', 'Documentary', 'History']",Biography/Documentary/History,5.3,Os Estados Unidos da Hillary: A História Secreta do Partido Democrata,BR,0.0,21199862
8623,Middle School: The Worst Years of My Life,8500000,43318442,80.38,2016,tt4981636,92.0,"['Comedy', 'Family']",Comedy/Family,6.1,Средняя школа: Худшие годы моей жизни,RU,0.0,34818442
8641,Fences,24000000,121965785,80.32,2016,tt2671706,139.0,['Drama'],Drama,7.2,Piirded,EE,0.0,97965785
8658,Money Monster,27000000,134478170,79.92,2016,tt2241351,98.0,"['Crime', 'Drama', 'Thriller']",Crime/Drama/Thriller,6.5,Masina de bani,RO,0.0,107478170
8689,Almost Christmas,17000000,84558691,79.9,2016,tt4649416,111.0,"['Comedy', 'Drama']",Comedy/Drama,6.1,Рождество Мэйерсов,RU,0.0,67558691
8701,The Boss,29000000,141729767,79.54,2016,tt2702724,99.0,['Comedy'],Comedy,5.4,Szefowa,PL,0.0,112729767
8724,Jason Bourne,120000000,578361236,79.25,2016,tt4196776,123.0,"['Action', 'Thriller']",Action/Thriller,6.6,Untitled Matt Damon/Bourne Sequel,US,0.0,458361236
8751,Batman v Superman: Dawn of Justice,250000000,1197860475,79.13,2016,tt2975590,151.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,6.4,Batman v Superman: Zora pravednika,HR,0.0,947860475
8791,Kung Fu Panda 3,140000000,661127761,78.82,2016,tt2267968,95.0,"['Action', 'Adventure', 'Animation']",Action/Adventure/Animation,7.1,Kung fu panda 3,UY,0.0,521127761
8817,Kevin Hart: What Now?,10000000,47182086,78.81,2016,tt4669186,96.0,"['Comedy', 'Documentary']",Comedy/Documentary,5.9,Кевин Харт: Что теперь?,RU,0.0,37182086
8820,Neighbors 2: Sorority Rising,35000000,164098351,78.67,2016,tt4438848,92.0,['Comedy'],Comedy,5.7,Shkhenim 2,IL,0.0,129098351
8857,Why Him?,38000000,177748942,78.62,2016,tt4501244,111.0,['Comedy'],Comedy,6.2,Почему он?,RU,0.0,139748942
8888,Yip Man 3,36000000,159980391,77.5,2016,,,,,,,,,123980391
8889,Ice Age: Collision Course,105000000,466219690,77.48,2016,tt3416828,94.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,5.7,La era del hielo: Choque de mundos,AR,0.0,361219690
8928,Now You See Me 2,90000000,393400547,77.12,2016,tt3110958,129.0,"['Action', 'Adventure', 'Comedy']",Action/Adventure/Comedy,6.5,Los ilusionistas 2,MX,0.0,303400547
8966,London Has Fallen,60000000,257718345,76.72,2016,tt3300542,99.0,"['Action', 'Thriller']",Action/Thriller,5.9,End of Kingdom,JP,0.0,197718345
9001,"Hail, Caesar!",22000000,94240905,76.66,2016,tt0475290,106.0,"['Comedy', 'Drama', 'Music']",Comedy/Drama/Music,6.3,"¡Salve, César!",MX,0.0,72240905
9032,Eye in the Sky,13000000,54107398,75.97,2016,,,,,,,,,41107398
9033,Risen,20000000,83135796,75.94,2016,tt3231054,107.0,"['Action', 'Adventure', 'Drama']",Action/Adventure/Drama,6.3,Възкресение,BG,0.0,63135796
9058,Trolls,125000000,497857198,74.89,2016,tt1679335,92.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.5,Trolle,PL,0.0,372857198
9079,The Perfect Match,5000000,19851571,74.81,2016,tt4871980,96.0,"['Comedy', 'Romance']",Comedy/Romance,4.9,Идеальный выбор,RU,0.0,14851571
9083,How to be Single,37000000,146847293,74.8,2016,,,,,,,,,109847293
9084,Operation Chromite,12700000,50219252,74.71,2016,,,,,,,,,37519252
9085,X-Men: Apocalypse,178000000,697980035,74.5,2016,tt3385516,144.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,6.9,X-men: Apokalipsa,RS,0.0,519980035
9117,Robinson Crusoe,13000000,50452041,74.23,2016,,,,,,,,,37452041
9118,The 5th Wave,38000000,146249380,74.02,2016,tt2304933,112.0,"['Action', 'Adventure', 'Drama']",Action/Adventure/Drama,5.2,La Quinta Ola,MX,0.0,108249380
9155,The Edge of Seventeen,9000000,33527636,73.16,2016,tt1878870,104.0,"['Comedy', 'Drama']",Comedy/Drama,7.3,Quase 18,BR,0.0,24527636
9175,Mike and Dave Need Wedding Dates,33000000,121907773,72.93,2016,tt2823054,98.0,"['Adventure', 'Comedy', 'Romance']",Adventure/Comedy/Romance,6.0,Mike y Dave: Los busca novia,CL,0.0,88907773
9209,Storks,70000000,256032709,72.66,2016,tt4624424,87.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,6.8,Cigueñas,AR,0.0,186032709
9244,Passengers,110000000,402254371,72.65,2016,tt1355644,116.0,"['Drama', 'Romance', 'Sci-Fi']",Drama/Romance/Sci-Fi,7.0,Ha'nos'im,IL,0.0,292254371
9271,Jack Reacher: Never Go Back,60000000,218643565,72.56,2016,tt3393786,118.0,"['Action', 'Thriller']",Action/Thriller,6.1,Jack Reacher: sans retour,CA,0.0,158643565
9305,Compadres,3000000,10572817,71.63,2016,tt3367294,101.0,"['Action', 'Comedy', 'Crime']",Action/Comedy/Crime,4.8,Крестные отцы,RU,0.0,7572817
9309,Miss Peregrine's Home for Peculiar Children,110000000,383229710,71.3,2016,tt1935859,127.0,"['Adventure', 'Drama', 'Fantasy']",Adventure/Drama/Fantasy,6.7,Miss Peregrine's Home for Peculiar Children,,1.0,273229710
9340,Mother's Day,25000000,84859881,70.54,2016,tt4824302,118.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,5.7,Ona mi je sve,RS,0.0,59859881
9364,Inferno,75000000,253862941,70.46,2016,tt3062096,121.0,"['Action', 'Adventure', 'Crime']",Action/Adventure/Crime,6.2,Cehennem,TR,0.0,178862941
9385,Swiss Army Man,3000000,10047565,70.14,2016,tt4034354,97.0,"['Adventure', 'Comedy', 'Drama']",Adventure/Comedy/Drama,7.0,Um Cadáver Para Sobreviver,BR,0.0,7047565
9403,Pete's Dragon,65000000,214002126,69.63,2016,tt2788732,102.0,"['Action', 'Adventure', 'Comedy']",Action/Adventure/Comedy,6.7,Pitov zmaj: čarobno prijateljstvo,RS,0.0,149002126
9438,The Birth of a Nation,10000000,32752577,69.47,2016,tt4196450,120.0,"['Biography', 'Drama', 'History']",Biography/Drama/History,6.4,The Birth of a Nation - Il risveglio di un popolo,IT,0.0,22752577
9456,Mechanic: Resurrection,40000000,130957243,69.46,2016,tt3522806,98.0,"['Action', 'Adventure', 'Thriller']",Action/Adventure/Thriller,5.7,Mecanicul 2,RO,0.0,90957243
9485,Office Christmas Party,45000000,146090793,69.2,2016,tt1711525,105.0,['Comedy'],Comedy,5.9,Noël en folie au bureau,CA,0.0,101090793
9513,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,194768485,69.19,2016,,,,,,,,,134768485
9514,Collateral Beauty,36000000,116325114,69.05,2016,tt4682786,97.0,"['Drama', 'Romance']",Drama/Romance,6.8,Призрачная красота,RU,0.0,80325114
9545,The Other Side of the Door,5000000,15905449,68.56,2016,tt3702652,96.0,['Horror'],Horror,5.3,Del otro lado de la puerta,MX,0.0,10905449
9560,The Meddler,3200000,9794161,67.33,2016,,,,,,,,,6594161
9561,Warcraft,160000000,472747936,66.16,2016,tt0803096,123.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,6.8,Warcraft: El primer encuentro de dos mundos,AR,0.0,312747936
9597,Independence Day: Resurgence,165000000,487313710,66.14,2016,tt1628841,120.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,5.2,ID Forever Part 1,US,0.0,322313710
9636,Don't Think Twice,3000000,8835966,66.05,2016,tt4972062,92.0,"['Comedy', 'Drama']",Comedy/Drama,6.7,Iki Kere Düsünme,TR,0.0,5835966
9644,Florence Foster Jenkins,29000000,83384109,65.22,2016,tt4136084,111.0,"['Biography', 'Comedy', 'Drama']",Biography/Comedy/Drama,6.8,Florence Foster Jenkins,CA,0.0,54384109
9671,The Magnificent Seven,90000000,255957811,64.84,2016,tt2404435,132.0,"['Action', 'Adventure', 'Western']",Action/Adventure/Western,6.9,Los siete magníficos,MX,0.0,165957811
9701,Incarnate,5000000,14170810,64.72,2016,tt3216348,91.0,"['Horror', 'Thriller']",Horror/Thriller,5.3,Quy Ám,VN,0.0,9170810
9724,I'm Not Ashamed,1500000,4165960,63.99,2016,tt4950110,112.0,"['Biography', 'Drama']",Biography/Drama,6.0,I'm Not Ashamed: The Rachel Joy Scott Columbine Story,US,0.0,2665960
9733,Keanu,15000000,41279994,63.66,2016,tt4139124,100.0,"['Action', 'Comedy', 'Crime']",Action/Comedy/Crime,6.3,Keanu,GR,0.0,26279994
9743,Star Trek Beyond,185000000,494650573,62.6,2016,tt2660888,122.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,7.0,Star Trek: Más allá,ES,0.0,309650573
9780,Eddie the Eagle,23000000,60849869,62.2,2016,,,,,,,,,37849869
9781,Norm of the North,18000000,47598159,62.18,2016,tt1594972,90.0,"['Adventure', 'Animation', 'Comedy']",Adventure/Animation/Comedy,3.4,Norm ba'ir ha'gdola,IL,0.0,29598159
9807,The Legend of Tarzan,180000000,475545086,62.15,2016,tt0918940,110.0,"['Action', 'Adventure', 'Drama']",Action/Adventure/Drama,6.2,La leyenda de Tarzán,CL,0.0,295545086
9844,War Dogs,50000000,129269026,61.32,2016,tt2005151,114.0,"['Comedy', 'Crime', 'Drama']",Comedy/Crime/Drama,7.1,Vurguncular,TR,0.0,79269026
9871,Paterson,5000000,12868959,61.15,2016,tt5247022,118.0,"['Comedy', 'Drama', 'Romance']",Comedy/Drama/Romance,7.4,Paterson,IT,0.0,7868959
9890,Ghostbusters,144000000,357359232,59.7,2016,tt1289401,116.0,"['Action', 'Comedy', 'Fantasy']",Action/Comedy/Fantasy,6.7,Biêt Dôi San Ma,VN,0.0,213359232
9926,13 Hours: The Secret Soldiers of Benghazi,50000000,122264589,59.11,2016,,,,,,,,,72264589
9927,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,327379975,58.76,2016,tt3949660,112.0,"['Action', 'Adventure', 'Comedy']",Action/Adventure/Comedy,6.0,Tortugas Ninja 2: Fuera de las sombras,AR,0.0,192379975
9958,Assassin's Creed,125000000,295407630,57.69,2016,tt2094766,115.0,"['Action', 'Adventure', 'Sci-Fi']",Action/Adventure/Sci-Fi,5.7,Assassin's Creed,BG,0.0,170407630
9984,Loving,9000000,20608298,56.33,2016,tt4669986,123.0,"['Biography', 'Drama', 'Romance']",Biography/Drama/Romance,7.0,Loving,PL,0.0,11608298
9998,Kubo and the Two Strings,55000000,125571210,56.2,2016,tt4302938,101.0,"['Action', 'Adventure', 'Animation']",Action/Adventure/Animation,7.8,Kubo e as Duas Cordas,PT,0.0,70571210
10032,Airlift (2016),4400000,9969237,55.86,2016,,,,,,,,,5569237
10033,The Dressmaker,11900000,26063732,54.34,2016,,,,,,,,,14163732
10034,A Street Cat Named Bob,8000000,17465396,54.2,2016,tt3606888,103.0,"['Biography', 'Comedy', 'Drama']",Biography/Comedy/Drama,7.4,A Street Cat Named Bob,SE,0.0,9465396
10054,The Divergent Series: Allegiant,110000000,238206568,53.82,2016,,,,,,,,,128206568
10055,Patriots Day,40000000,84724350,52.79,2016,tt4572514,133.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,7.4,Día Del Atentado,VE,0.0,44724350
10089,Alice Through the Looking Glass,170000000,353970493,51.97,2016,tt2567026,113.0,"['Adventure', 'Family', 'Fantasy']",Adventure/Family/Fantasy,6.2,Alice Tükörországban,HU,0.0,183970493
10135,The Fits,170000,335667,49.35,2016,,,,,,,,,165667
10136,Triple 9,20000000,38583089,48.16,2016,tt1712261,115.0,"['Crime', 'Thriller']",Crime/Thriller,6.3,Три девятки,RU,0.0,18583089
10161,The Nice Guys,50000000,95858510,47.84,2016,tt3799694,116.0,"['Action', 'Comedy', 'Crime']",Action/Comedy/Crime,7.4,Dobri momci,HR,0.0,45858510
10191,Nocturnal Animals,22500000,43062038,47.75,2016,tt4550098,116.0,"['Drama', 'Thriller']",Drama/Thriller,7.5,Animales Nocturnos,CL,0.0,20562038
10226,The Huntsman: Winter's War,115000000,213152317,46.05,2016,tt2381991,114.0,"['Action', 'Adventure', 'Drama']",Action/Adventure/Drama,6.1,A Vadász és a Jégkirálynő,HU,0.0,98152317
10264,Shut In,10000000,18261000,45.24,2016,tt2582500,91.0,"['Drama', 'Mystery', 'Thriller']",Drama/Mystery/Thriller,4.8,Presencia siniestra,MX,0.0,8261000
10284,The BFG,140000000,255130450,45.13,2016,tt3691740,117.0,"['Adventure', 'Family', 'Fantasy']",Adventure/Family/Fantasy,6.4,Le bon gros géant,FR,0.0,115130450
10331,The Light Between Oceans,20000000,34827711,42.57,2016,tt2547584,133.0,"['Drama', 'Romance']",Drama/Romance,7.2,La luz entre los océanos,CL,0.0,14827711
10361,Criminal,31500000,53479958,41.1,2016,tt3014866,113.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,6.3,Criminel,CA,0.0,21979958
10387,Zoolander 2,50000000,84197386,40.62,2016,tt1608290,101.0,['Comedy'],Comedy,4.7,Zoolander št. 2,SI,0.0,34197386
10409,The Man Who Knew Infinity,10000000,16260044,38.5,2016,,,,,,,,,6260044
10410,Allied,106000000,159364725,33.49,2016,tt3640424,124.0,"['Action', 'Drama', 'Romance']",Action/Drama/Romance,7.1,Zaveznika,SI,0.0,53364725
10443,Oddball,7000000,10237229,31.62,2016,tt5811420,5.0,['Documentary'],Documentary,6.4,Oddball,US,0.0,3237229
10444,Green Room,5000000,7027874,28.85,2016,,,,,,,,,2027874
10445,Morgan,8000000,11214037,28.66,2016,tt4520364,92.0,"['Action', 'Horror', 'Sci-Fi']",Action/Horror/Sci-Fi,5.8,Morgan,ES,0.0,3214037
10459,Whiskey Tango Foxtrot,35000000,48434081,27.74,2016,tt3553442,112.0,"['Biography', 'Comedy', 'Drama']",Biography/Comedy/Drama,6.6,"Viskis, tango, fokstrotas",LT,0.0,13434081
10479,Denial,10000000,13337388,25.02,2016,tt4645330,109.0,"['Biography', 'Drama']",Biography/Drama,6.7,Verleugnung,DE,0.0,3337388
10496,The Little Prince,77500000,103340132,25.0,2016,,,,,,,,,25840132
10497,Queen of Katwe,15000000,18929870,20.76,2016,tt4341582,124.0,"['Biography', 'Drama', 'Sport']",Biography/Drama/Sport,7.4,Katwe királynője,HU,0.0,3929870
10509,Ben-Hur,95000000,118080125,19.55,2016,tt2638144,123.0,"['Action', 'Adventure', 'Drama']",Action/Adventure/Drama,5.7,Ben-Hur,CA,0.0,23080125
10530,Gods of Egypt,140000000,169990220,17.64,2016,tt2404233,127.0,"['Action', 'Adventure', 'Fantasy']",Action/Adventure/Fantasy,5.4,Milkhemet ha'elim,IL,0.0,29990220
10561,Deepwater Horizon,156000000,184037351,15.23,2016,tt1860357,107.0,"['Action', 'Drama', 'History']",Action/Drama/History,7.1,Marea negra,ES,0.0,28037351
10592,Ratchet and Clank,20000000,23179049,13.72,2016,,,,,,,,,3179049
10593,Snowden,50000000,56968437,12.23,2016,tt3774114,134.0,"['Biography', 'Drama', 'Thriller']",Biography/Drama/Thriller,7.3,Snowden,SK,0.0,6968437
10621,31,1500000,1702547,11.9,2016,tt3835080,102.0,"['Horror', 'Thriller']",Horror/Thriller,5.1,31: Праздник смерти,RU,0.0,202547
10624,The Finest Hours,70000000,76822319,8.88,2016,tt2025690,117.0,"['Action', 'Drama', 'History']",Action/Drama/History,6.8,Проти шторму,UA,0.0,6822319
10649,The Brothers Grimsby,35000000,35584486,1.64,2016,tt3381008,83.0,"['Action', 'Adventure', 'Comedy']",Action/Adventure/Comedy,6.2,Grimsby,GB,0.0,584486
10680,Pride and Prejudice and Zombies,28000000,27545591,-1.65,2016,tt1374989,108.0,"['Action', 'Comedy', 'Horror']",Action/Comedy/Horror,5.8,"Orgullo, prejuicio y zombies",MX,0.0,-454409
10704,Popstar: Never Stop Never Stopping,20000000,19033250,-5.08,2016,tt3960412,87.0,"['Comedy', 'Music']",Comedy/Music,6.7,Popstar: Never Stop Never Stopping,,1.0,-966750
10718,American Honey,3500000,3274997,-6.87,2016,tt3721936,163.0,"['Adventure', 'Drama', 'Romance']",Adventure/Drama/Romance,7.0,Amerikos mylimoji,LT,0.0,-225003
10733,Everybody Wants Some,10000000,8837404,-13.16,2016,,,,,,,,,-1162596
10734,Dheepan,9000000,7953152,-13.16,2016,,,,,,,,,-1046848
10735,Free State of Jones,50000000,44047288,-13.51,2016,tt1124037,139.0,"['Action', 'Biography', 'Drama']",Action/Biography/Drama,6.9,Pretul libertatii,RO,0.0,-5952712
10758,Max Steel,10000000,8381744,-19.31,2016,tt1472584,92.0,"['Action', 'Adventure', 'Family']",Action/Adventure/Family,4.6,Max Steel,BR,0.0,-1618256
10770,The Young Messiah,16800000,13783510,-21.88,2016,tt1002563,111.0,"['Drama', 'Fantasy']",Drama/Fantasy,5.7,Mladi Mesija,HR,0.0,-3016490
10787,Reign of Assassins,14000000,11354230,-23.3,2016,,,,,,,,,-2645770
10788,Billy Lynn's Long Halftime Walk,40000000,31968879,-25.12,2016,tt2513074,113.0,"['Action', 'Drama', 'Thriller']",Action/Drama/Thriller,6.2,Bili Lin - heroj,RS,0.0,-8031121
10805,The Infiltrator,47500000,36154912,-31.38,2016,tt1355631,127.0,"['Biography', 'Crime', 'Drama']",Biography/Crime/Drama,7.0,Ha'missta'nen,IL,0.0,-11345088
10827,Bleed for This,16000000,11687832,-36.89,2016,tt1620935,117.0,"['Biography', 'Drama', 'Sport']",Biography/Drama/Sport,6.8,Sangue Pela Glória,BR,0.0,-4312168
10842,Unsullied,1500000,1021914,-46.78,2016,,,,,,,,,-478086
10843,Silence,46500000,30826803,-50.84,2016,tt0490215,161.0,"['Adventure', 'Drama', 'History']",Adventure/Drama/History,7.2,Šutnja,HR,0.0,-15673197
10871,The Neon Demon,7500000,4892927,-53.28,2016,tt1974419,117.0,"['Horror', 'Thriller']",Horror/Thriller,6.2,The Neon Demon - O Demónio de Néon,PT,0.0,-2607073
10897,Midnight Special,18000000,11392532,-58.0,2016,tt2649554,112.0,"['Action', 'Drama', 'Mystery']",Action/Drama/Mystery,6.6,Untitled Jeff Nichols/Sci-Fi Project,,0.0,-6607468
10916,Miss Sloane,18000000,11220235,-60.42,2016,tt4540710,132.0,"['Drama', 'Thriller']",Drama/Thriller,7.5,Miss Sloane - Giochi di potere,IT,0.0,-6779765
10934,The Invitation,1000000,586574,-70.48,2016,,,,,,,,,-413426
10935,Bodom,1250000,726460,-72.07,2016,,,,,,,,,-523540
10936,Believe,3500000,1780606,-96.56,2016,tt4700756,119.0,['Drama'],Drama,5.2,Believe,US,0.0,-1719394
10937,Genius,17000000,8626328,-97.07,2016,tt1703957,104.0,"['Biography', 'Drama']",Biography/Drama,6.6,Genius,GB,0.0,-8373672
10957,Live by Night,65000000,32152987,-102.16,2016,tt2361317,129.0,"['Action', 'Crime', 'Drama']",Action/Crime/Drama,6.4,Öö seadus,EE,0.0,-32847013
10985,Hands of Stone,20000000,9744767,-105.24,2016,tt1781827,111.0,"['Action', 'Biography', 'Drama']",Action/Biography/Drama,6.6,Hands of Stone,PA,0.0,-10255233
