,movie,budget_int,total_gross_int,gross_margin,release_year,tconst,runtime_minutes,genre_lists,main_genre,averageRating,title,region,is_original_title,gross_margin_dollars
36562,The Good Guy,10000000,207148,-4727.47,2010,,,,,,,,,-9792852
36563,Leaves of Grass,9000000,155593,-5684.32,2010,,,,,,,,,-8844407
36564,Spoken Word,4500000,65922,-6726.25,2010,,,,,,,,,-4434078
36565,Ca$h,7000000,92976,-7428.82,2010,tt1106860,108.0,"['Crime', 'Thriller']",Crime/Thriller,6.0,Banii,RO,0.0,-6907024
36585,Love Ranch,25000000,284034,-8701.76,2010,tt1125929,117.0,"['Biography', 'Comedy', 'Drama']",Biography/Comedy/Drama,5.6,Love Ranch,US,0.0,-24715966
36597,Circle,2000000,20048,-9876.06,2010,tt1129412,88.0,"['Horror', 'Thriller']",Horror/Thriller,3.3,Cerc de analiza,RO,0.0,-1979952
36604,Jerusalema,2000000,17973,-11027.8,2010,,,,,,,,,-1982027
36605,Don McKay,6000000,27444,-21762.7,2010,,,,,,,,,-5972556
36606,B-Girl,700000,1160,-60244.83,2010,,,,,,,,,-698840
36607,Perrier's Bounty,6600000,1656,-398450.72,2010,,,,,,,,,-6598344
36608,Paranormal Activity,450000,302101844,99.85,2009,,,,,,,,,301651844
36610,The Hangover,35000000,743086589,95.29,2009,,,,,,,,,708086589
36611,The Twilight Saga: New Moon,50000000,984181361,94.92,2009,,,,,,,,,934181361
36612,The Blind Side,35000000,561665269,93.77,2009,,,,,,,,,526665269
36613,Taken,25000000,371942574,93.28,2009,,,,,,,,,346942574
36614,Paul Blart: Mall Cop,26000000,332240928,92.17,2009,,,,,,,,,306240928
36615,Bronson,230000,2808741,91.81,2009,,,,,,,,,2578741
36616,The Proposal,40000000,478667748,91.64,2009,,,,,,,,,438667748
36617,Ice Age: Dawn of the Dinosaurs,90000000,1056275562,91.48,2009,,,,,,,,,966275562
36618,Entre les murs,3250000,37880877,91.42,2009,,,,,,,,,34630877
36619,Precious (Based on the Novel Push by Sapphire),10000000,116289372,91.4,2009,,,,,,,,,106289372
36620,[Rec],2100000,23266821,90.97,2009,,,,,,,,,21166821
36621,My Bloody Valentine,14000000,154381954,90.93,2009,,,,,,,,,140381954
36622,District 9,30000000,328099666,90.86,2009,,,,,,,,,298099666
36623,Madea Goes To Jail,17500000,181016672,90.33,2009,,,,,,,,,163516672
36624,Crazy Heart,8500000,86888993,90.22,2009,,,,,,,,,78388993
36625,Alvin and the Chipmunks: The Squeakquel,70000000,663097825,89.44,2009,,,,,,,,,593097825
36626,MÃ¤n som hatar kvinnor,13000000,122171903,89.36,2009,,,,,,,,,109171903
36627,Friday the 13th,17000000,157672256,89.22,2009,,,,,,,,,140672256
36628,"Food, Inc.",1000000,9149618,89.07,2009,,,,,,,,,8149618
36629,(500) Days of Summer,7500000,66864725,88.78,2009,,,,,,,,,59364725
36630,Saw VI,11000000,97445694,88.71,2009,,,,,,,,,86445694
36631,Up in the Air,30000000,250666120,88.03,2009,,,,,,,,,220666120
36632,Avatar,425000000,3536852904,87.98,2009,,,,,,,,,3111852904
36633,Hannah Montana the Movie,30000000,248749395,87.94,2009,,,,,,,,,218749395
36634,Sherlock Holmes,90000000,707466891,87.28,2009,,,,,,,,,617466891
36635,The Ugly Truth,38000000,294214121,87.08,2009,,,,,,,,,256214121
36636,The Fourth Kind,10000000,75705044,86.79,2009,,,,,,,,,65705044
36637,The Unborn,16000000,120879222,86.76,2009,,,,,,,,,104879222
36638,Zombieland,23600000,177826882,86.73,2009,,,,,,,,,154226882
36639,Obsessed,20000000,142226357,85.94,2009,,,,,,,,,122226357
36640,He's Just Not That Into You,40000000,275007310,85.45,2009,,,,,,,,,235007310
36641,Next Day Air,3000000,20199566,85.15,2009,,,,,,,,,17199566
36642,Gake no ue no Ponyo,34000000,220403065,84.57,2009,,,,,,,,,186403065
36643,The Final Destination,40000000,253862327,84.24,2009,,,,,,,,,213862327
36644,Gomorra,6200000,38918740,84.07,2009,,,,,,,,,32718740
36645,Inglourious Basterds,70000000,437689858,84.01,2009,,,,,,,,,367689858
36646,Fast & Furious,85000000,518128530,83.59,2009,,,,,,,,,433128530
36647,The Collector,3000000,18185950,83.5,2009,,,,,,,,,15185950
36648,Orphan,20000000,120365679,83.38,2009,,,,,,,,,100365679
36649,Transformers: Revenge of the Fallen,210000000,1238631569,83.05,2009,,,,,,,,,1028631569
36650,Sunshine Cleaning,5000000,29391895,82.99,2009,,,,,,,,,24391895
36651,Up,175000000,1024467541,82.92,2009,,,,,,,,,849467541
36652,New in Town,8000000,46672192,82.86,2009,,,,,,,,,38672192
36653,Bride Wars,30000000,173865934,82.75,2009,,,,,,,,,143865934
36654,Fame,18000000,102683129,82.47,2009,,,,,,,,,84683129
36655,A Serious Man,7000000,39589358,82.32,2009,,,,,,,,,32589358
36656,An Education,7500000,42227650,82.24,2009,,,,,,,,,34727650
36657,Hotel for Dogs,35000000,195535719,82.1,2009,,,,,,,,,160535719
36658,Julie & Julia,40000000,220771545,81.88,2009,,,,,,,,,180771545
36659,I Can Do Bad All By Myself,19000000,103467842,81.64,2009,,,,,,,,,84467842
36660,Michael Jackson's This Is It,60000000,324182032,81.49,2009,,,,,,,,,264182032
36661,A Single Man,7000000,37318379,81.24,2009,,,,,,,,,30318379
36662,Knowing,50000000,266407951,81.23,2009,,,,,,,,,216407951
36663,My Sister's Keeper,27500000,145873232,81.15,2009,,,,,,,,,118373232
36664,The Last House on the Left,15000000,79278458,81.08,2009,,,,,,,,,64278458
36665,Rocket Singh: Salesman of the Year,1070000,5513416,80.59,2009,,,,,,,,,4443416
36666,17 Again,40000000,203641975,80.36,2009,,,,,,,,,163641975
36667,Harry Potter and the Half-Blood Prince,250000000,1237303045,79.79,2009,,,,,,,,,987303045
36668,All About Steve,15000000,73990162,79.73,2009,,,,,,,,,58990162
36669,Halloween 2,15000000,71905823,79.14,2009,,,,,,,,,56905823
36670,BrÃ¼no,42000000,198763057,78.87,2009,,,,,,,,,156763057
36671,Couples Retreat,60000000,281656083,78.7,2009,,,,,,,,,221656083
36672,2012,200000000,923789915,78.35,2009,,,,,,,,,723789915
36673,Star Trek,140000000,644569633,78.28,2009,,,,,,,,,504569633
36674,The Hurt Locker,15000000,66912034,77.58,2009,,,,,,,,,51912034
36675,Drag Me To Hell,30000000,133489112,77.53,2009,,,,,,,,,103489112
36676,Notorious,19000000,81815865,76.78,2009,,,,,,,,,62815865
36677,Not Easily Broken,5000000,21305651,76.53,2009,,,,,,,,,16305651
36678,The Time Traveler's Wife,39000000,165746981,76.47,2009,,,,,,,,,126746981
36679,Angels & Demons,150000000,624251692,75.97,2009,,,,,,,,,474251692
36680,The Men Who Stare at Goats,24000000,99776413,75.95,2009,,,,,,,,,75776413
36681,Old Dogs,35000000,144596364,75.79,2009,,,,,,,,,109596364
36682,"I Love You, Man",40000000,164315512,75.66,2009,,,,,,,,,124315512
36683,It's Complicated,85000000,337350119,74.8,2009,,,,,,,,,252350119
36684,Night at the Museum: Battle of the Smithsonian,150000000,579474784,74.11,2009,,,,,,,,,429474784
36685,Law Abiding Citizen,53000000,204517508,74.09,2009,,,,,,,,,151517508
36686,Underworld 3: Rise of the Lycans,35000000,134904630,74.06,2009,,,,,,,,,99904630
36687,X-Men Origins: Wolverine,150000000,554708917,72.96,2009,,,,,,,,,404708917
36688,Cloudy with a Chance of Meatballs,100000000,361697952,72.35,2009,,,,,,,,,261697952
36689,The Princess and the Frog,105000000,375398277,72.03,2009,,,,,,,,,270398277
36690,Race to Witch Mountain,50000000,172276379,70.98,2009,,,,,,,,,122276379
36691,Adventureland,9800000,33597080,70.83,2009,,,,,,,,,23797080
36692,The Informant!,22000000,75087989,70.7,2009,,,,,,,,,53087989
36693,Coraline,60000000,201323286,70.2,2009,,,,,,,,,141323286
36694,Monsters vs. Aliens,175000000,580038906,69.83,2009,,,,,,,,,405038906
36695,Love Happens,18000000,59098124,69.54,2009,,,,,,,,,41098124
36696,Earth,47000000,148784893,68.41,2009,,,,,,,,,101784893
36697,Moon,5000000,15686236,68.12,2009,,,,,,,,,10686236
36698,Sorority Row,12500000,38701079,67.7,2009,,,,,,,,,26201079
36699,"The Goods: Live Hard, Sell Hard",10000000,30419994,67.13,2009,,,,,,,,,20419994
36700,Public Enemies,102500000,309387329,66.87,2009,,,,,,,,,206887329
36701,Jennifer's Body,16000000,48148194,66.77,2009,,,,,,,,,32148194
36702,Red Cliff,40000000,120254094,66.74,2009,,,,,,,,,80254094
36703,The Stepfather,20000000,58290122,65.69,2009,,,,,,,,,38290122
36704,Extract,7500000,21672316,65.39,2009,,,,,,,,,14172316
36705,Observe and Report,18000000,51156222,64.81,2009,,,,,,,,,33156222
36707,DÃ¸d snÃ¸,800000,2240762,64.3,2009,,,,,,,,,1440762
36708,The Invention of Lying,18500000,51130515,63.82,2009,,,,,,,,,32630515
36709,G-Force,150000000,412254611,63.61,2009,,,,,,,,,262254611
36710,A Perfect Getaway,14000000,38330920,63.48,2009,,,,,,,,,24330920
36711,The Secrets of Jonathan Sperry,1000000,2710158,63.1,2009,,,,,,,,,1710158
36712,Invictus,60000000,162005375,62.96,2009,,,,,,,,,102005375
36713,Whatever Works,15000000,40413412,62.88,2009,,,,,,,,,25413412
36714,9,30000000,80309893,62.64,2009,,,,,,,,,50309893
36715,St. Trinian's,11400000,29845239,61.8,2009,,,,,,,,,18445239
36716,The Boondock Saints 2: All Saints Day,8000000,20902507,61.73,2009,,,,,,,,,12902507
36717,G.I. Joe: The Rise of Cobra,175000000,452670515,61.34,2009,,,,,,,,,277670515
36718,Bright Star,8500000,21664728,60.77,2009,,,,,,,,,13164728
36719,Shorts,20000000,50789967,60.62,2009,,,,,,,,,30789967
36720,Planet 51,60000000,151190173,60.31,2009,,,,,,,,,91190173
36721,Coco avant Chanel,23000000,56927668,59.6,2009,,,,,,,,,33927668
36722,Crank 2: High Voltage,20000000,49156988,59.31,2009,,,,,,,,,29156988
36723,Terminator Salvation,200000000,490814261,59.25,2009,,,,,,,,,290814261
36724,The Imaginarium of Doctor Parnassus,30000000,72042214,58.36,2009,,,,,,,,,42042214
36725,Disney's A Christmas Carol,190000000,453565560,58.11,2009,,,,,,,,,263565560
36726,Paa,4300000,9990510,56.96,2009,,,,,,,,,5690510
36727,Dance Flick,25000000,58018642,56.91,2009,,,,,,,,,33018642
36728,Dragonball Evolution,30000000,67591245,55.62,2009,,,,,,,,,37591245
36729,Fighting,25000000,55922717,55.3,2009,,,,,,,,,30922717
36730,Push,38000000,81489928,53.37,2009,,,,,,,,,43489928
36731,Watchmen,138000000,294486049,53.14,2009,,,,,,,,,156486049
36732,Whip It,15000000,31967156,53.08,2009,,,,,,,,,16967156
36733,State of Play,60000000,125850165,52.32,2009,,,,,,,,,65850165
36734,Duplicity,60000000,121652391,50.68,2009,,,,,,,,,61652391
36735,Ninja Assassin,50000000,100332775,50.17,2009,,,,,,,,,50332775
36736,Armored,20000000,39649914,49.56,2009,,,,,,,,,19649914
36737,The Taking of Pelham 123,110000000,217816682,49.5,2009,,,,,,,,,107816682
36738,Surrogates,80000000,158246122,49.45,2009,,,,,,,,,78246122
36739,The Box,25000000,49408737,49.4,2009,,,,,,,,,24408737
36740,The Horse Boy,160000,313224,48.92,2009,,,,,,,,,153224
36741,Did You Hear About the Morgans?,58000000,110060653,47.3,2009,,,,,,,,,52060653
36742,Aliens in the Attic,45000000,84751695,46.9,2009,,,,,,,,,39751695
36743,Lesbian Vampire Killers,2000000,3620902,44.77,2009,,,,,,,,,1620902
36744,Fired Up,20000000,35839861,44.2,2009,,,,,,,,,15839861
36745,Where the Wild Things Are,100000000,176357123,43.3,2009,,,,,,,,,76357123
36746,"I Love You, Beth Cooper",18000000,31183263,42.28,2009,,,,,,,,,13183263
36747,My Life in Ruins,17000000,29154850,41.69,2009,,,,,,,,,12154850
36748,Funny People,72500000,123735350,41.41,2009,,,,,,,,,51235350
36749,Fantastic Mr. Fox,40000000,68086331,41.25,2009,,,,,,,,,28086331
36750,Nanjing! Nanjing!,12000000,20245116,40.73,2009,,,,,,,,,8245116
36751,Year One,60000000,100942002,40.56,2009,,,,,,,,,40942002
36752,Capitalism: A Love Story,20000000,33484928,40.27,2009,,,,,,,,,13484928
36753,Easy Virtue,14000000,23194525,39.64,2009,,,,,,,,,9194525
36754,Defiance,50000000,81632567,38.75,2009,,,,,,,,,31632567
36755,Two Lovers,12000000,19498068,38.46,2009,,,,,,,,,7498068
36756,Adam,3200000,5117776,37.47,2009,,,,,,,,,1917776
36757,The International,50000000,79301054,36.95,2009,,,,,,,,,29301054
36758,Das Weisse Band: Eine deutsche Kindergeschichte,18000000,27949906,35.6,2009,,,,,,,,,9949906
36759,Miss March,6000000,9256379,35.18,2009,,,,,,,,,3256379
36760,The Road,25000000,37321002,33.01,2009,,,,,,,,,12321002
36761,12 Rounds,20000000,29541342,32.3,2009,,,,,,,,,9541342
36762,The Lovely Bones,95000000,139008680,31.66,2009,,,,,,,,,44008680
36763,Inkheart,60000000,83959362,28.54,2009,,,,,,,,,23959362
36764,Cirque du Freak: The Vampire's Assistant,40000000,53800552,25.65,2009,,,,,,,,,13800552
36765,The Girlfriend Experience,1300000,1701680,23.6,2009,,,,,,,,,401680
36766,Gamer,50000000,62536936,20.05,2009,,,,,,,,,12536936
36767,The Young Victoria,35000000,42880163,18.38,2009,,,,,,,,,7880163
36768,Land of the Lost,100000000,118987011,15.96,2009,,,,,,,,,18987011
36769,The Soloist,60000000,70376034,14.74,2009,,,,,,,,,10376034
36770,Donkey Punch,750000,834168,10.09,2009,,,,,,,,,84168
36771,Astro Boy,65000000,61187310,-6.23,2009,,,,,,,,,-3812690
36772,Away We Go,21000000,19559962,-7.36,2009,,,,,,,,,-1440038
36773,Everybody's Fine,20000000,18417752,-8.59,2009,,,,,,,,,-1582248
36774,Nine,80000000,73185823,-9.31,2009,,,,,,,,,-6814177
36775,Flying By,5000000,4568257,-9.45,2009,,,,,,,,,-431743
36776,The Boat That Rocked,50000000,45490118,-9.91,2009,,,,,,,,,-4509882
36777,Bandslam,20000000,18178817,-10.02,2009,,,,,,,,,-1821183
36778,Post Grad,15000000,12945580,-15.87,2009,,,,,,,,,-2054420
36779,Der Baader Meinhof Komplex,19700000,16975097,-16.05,2009,,,,,,,,,-2724903
36780,Amelia,40000000,34035652,-17.52,2009,,,,,,,,,-5964348
36781,Chasseurs de dragons,17000000,13446115,-26.43,2009,,,,,,,,,-3553885
36782,London to Brighton,825000,610776,-35.07,2009,,,,,,,,,-214224
36783,The Damned United,6400000,4649739,-37.64,2009,,,,,,,,,-1750261
36784,Imagine That,55000000,38660536,-42.26,2009,,,,,,,,,-16339464
36785,Pandorum,40000000,27364284,-46.18,2009,,,,,,,,,-12635716
36786,Whiteout,35000000,22530384,-55.35,2009,,,,,,,,,-12469616
36787,Taking Woodstock,29000000,17526570,-65.46,2009,,,,,,,,,-11473430
36788,Bad Lieutenant: Port of Call New Orleans,25000000,14116061,-77.1,2009,,,,,,,,,-10883939
36789,NiktÃ©,2400000,1333891,-79.92,2009,,,,,,,,,-1066109
36790,Ong-Bak 2,15000000,7685508,-95.17,2009,,,,,,,,,-7314492
36791,Polytechnique,6000000,2836608,-111.52,2009,,,,,,,,,-3163392
36792,The Brothers Bloom,20000000,9063512,-120.67,2009,,,,,,,,,-10936488
36793,1612,12000000,5400624,-122.2,2009,,,,,,,,,-6599376
36794,The Messenger,6500000,2854612,-127.7,2009,,,,,,,,,-3645388
36795,Street Fighter: The Legend of Chun-Li,50000000,21402548,-133.62,2009,,,,,,,,,-28597452
36796,Obitaemyy ostrov,36500000,15000000,-143.33,2009,,,,,,,,,-21500000
36797,I Hope They Serve Beer in Hell,7000000,2858752,-144.86,2009,,,,,,,,,-4141248
36798,Surveillance,3500000,1423744,-145.83,2009,,,,,,,,,-2076256
36799,Julia,6000000,1430216,-319.52,2009,,,,,,,,,-4569784
36800,ChÃ©ri,23000000,5431314,-323.47,2009,,,,,,,,,-17568686
36801,The House of the Devil,1000000,204027,-390.13,2009,,,,,,,,,-795973
36802,Flammen og Citronen,9000000,1783330,-404.67,2009,,,,,,,,,-7216670
36803,Adoration,4000000,678488,-489.55,2009,,,,,,,,,-3321512
36804,Scott Walker: 30 Century Man,500000,83961,-495.51,2009,,,,,,,,,-416039
36805,Stan Helsing: A Parody,14000000,1553556,-801.16,2009,,,,,,,,,-12446444
36806,Fifty Dead Men Walking,10000000,997921,-902.08,2009,,,,,,,,,-9002079
36807,Me and Orson Welles,25000000,2380006,-950.42,2009,,,,,,,,,-22619994
36808,Free Style,10000000,862216,-1059.8,2009,,,,,,,,,-9137784
36809,Motherhood,10000000,816776,-1124.33,2009,,,,,,,,,-9183224
36810,Sleep Dealer,2500000,189043,-1222.45,2009,,,,,,,,,-2310957
36811,Trucker,1500000,104858,-1330.51,2009,,,,,,,,,-1395142
36812,The Burning Plain,20000000,1367822,-1362.18,2009,,,,,,,,,-18632178
36813,World's Greatest Dad,10000000,517555,-1832.16,2009,,,,,,,,,-9482445
36814,The Informers,18000000,630000,-2757.14,2009,,,,,,,,,-17370000
36815,Super Capers,2000000,61910,-3130.5,2009,,,,,,,,,-1938090
36816,Outlander,50000000,1416620,-3429.53,2009,,,,,,,,,-48583380
36817,Gentlemen Broncos,9500000,235110,-3940.66,2009,,,,,,,,,-9264890
